Legend: * - primary entry
        age - seconds since last seen
        n/a - not available

  vlan   mac address     type    learn     age              ports
     4  0050.5683.b5b9   dynamic  Yes        960   Po5
   600  001c.7f69.380c   dynamic  Yes       1380   Po5
   645  0050.56b7.4582   dynamic  Yes       1080   Po5
   608  00e0.4b3d.88ad   dynamic  Yes        120   Po5
   603  0010.e03b.5965   dynamic  Yes        720   Po5
   684  0050.568b.460d   dynamic  Yes       1140   Po5
   629  0050.5662.762b   dynamic  Yes        120   Po5
   602  0021.5a9b.103e   dynamic  Yes       1320   Po5
   680  0050.5683.00e6   dynamic  Yes       1260   Po5
   632  0004.0df9.10d3   dynamic  Yes        900   Po5
   602  0021.5a9b.0df2   dynamic  Yes       1380   Po5
   534  002a.6ab7.86c2   dynamic  Yes          0   Po5
   606  9cdc.71d3.8ec0   dynamic  Yes       1020   Po5
   533  002a.6ab7.86c2   dynamic  Yes          0   Po5
   530  002a.6ab7.86c2   dynamic  Yes          0   Po5
   531  002a.6ab7.86c2   dynamic  Yes          0   Po5
   602  0021.5a9b.2814   dynamic  Yes       1320   Po5
   645  0021.5a9b.276c   dynamic  Yes        120   Po5
   601  0050.5683.404b   dynamic  Yes       1140   Po5
   608  94f1.2894.9548   dynamic  Yes       1740   Po5
   551  002a.6ab7.86c2   dynamic  Yes          0   Po5
   629  0050.566a.1a3b   dynamic  Yes        720   Po5
   602  0021.5a9b.1aa0   dynamic  Yes       1320   Po5
   608  4cd9.8fb8.d7fb   dynamic  Yes        840   Po5
   609  0050.566a.0860   dynamic  Yes        540   Po5
   629  0050.566c.0e7f   dynamic  Yes        240   Po5
   685  0050.568b.0680   dynamic  Yes       1440   Po5
   608  0021.5a04.6cd0   dynamic  Yes       1740   Po5
   645  0021.5a9b.1058   dynamic  Yes        420   Po5
   629  0050.5667.7ec7   dynamic  Yes        720   Po5
   629  0050.5668.bba9   dynamic  Yes        720   Po5
   674  506b.8daa.05b1   dynamic  Yes        600   Po5
   606  0001.4e02.f5fd   dynamic  Yes       1320   Po5
   603  0010.e0f2.1b93   dynamic  Yes        180   Po5
   602  0021.5a9b.0d74   dynamic  Yes       1320   Po5
   672  0021.5a9b.05a0   dynamic  Yes       1440   Po5
   608  c8cb.b8a5.1d60   dynamic  Yes       1740   Po5
   602  0021.5a9b.0b00   dynamic  Yes       1320   Po5
   629  0050.566f.d885   dynamic  Yes        660   Po5
   608  94f1.2894.f3d8   dynamic  Yes       1740   Po5
   674  506b.8dde.f153   dynamic  Yes        240   Po5
   609  d867.d96f.05c2   dynamic  Yes          0   Po5
   586  0050.56b7.ecaa   dynamic  Yes        780   Po5
   606  0050.5683.03b5   dynamic  Yes       1500   Po5
   602  0021.5a9b.2248   dynamic  Yes       1380   Po5
   645  0021.5a9b.00ee   dynamic  Yes       1380   Po5
   685  0050.568b.3358   dynamic  Yes        300   Po5
   645  0021.5a9b.04f2   dynamic  Yes       1320   Po5
   601  a4bf.016b.8d24   dynamic  Yes       1020   Po5
   602  0021.5a9b.1032   dynamic  Yes       1320   Po5
   680  0050.568b.2a88   dynamic  Yes       1320   Po5
   680  0050.568b.8b3c   dynamic  Yes        900   Po5
   602  0021.5a9b.03f4   dynamic  Yes       1320   Po5
   602  0021.5a9b.1a60   dynamic  Yes       1320   Po5
   608  a048.1cba.b6ea   dynamic  Yes       1740   Po5
   610  0030.170b.0648   dynamic  Yes        600   Po5
   608  7446.a073.d2c0   dynamic  Yes       1740   Po5
   608  4cd9.8f10.8478   dynamic  Yes         60   Po5
   606  0001.4e02.eec3   dynamic  Yes       1380   Po5
   601  0021.5a9b.27ca   dynamic  Yes       1620   Po5
   608  0050.5683.1bfb   dynamic  Yes         60   Po5
   645  0050.56b7.08fc   dynamic  Yes       1080   Po5
   606  6805.cab9.30a9   dynamic  Yes       1440   Po5
   602  0021.5a9b.2818   dynamic  Yes       1320   Po5
   608  7446.a073.14ba   dynamic  Yes       1740   Po5
   608  f402.70b0.dd16   dynamic  Yes        240   Po5
   608  009c.0279.0062   dynamic  Yes       1740   Po5
   665  e4d3.f1f0.5512   dynamic  Yes          0   Po5
   602  0021.5a9b.0676   dynamic  Yes       1320   Po5
   645  0050.56b7.d5b7   dynamic  Yes       1140   Po5
   606  0050.5683.ad1e   dynamic  Yes       1080   Po5
   645  0050.56b7.82e3   dynamic  Yes        900   Po5
   680  0050.568b.6a05   dynamic  Yes        240   Po5
   602  0021.5a9b.1aac   dynamic  Yes       1320   Po5
   665  9c8e.991e.386c   dynamic  Yes         60   Po5
   601  0021.f686.10b6   dynamic  Yes       1620   Po5
   602  0021.5a9b.0b04   dynamic  Yes       1320   Po5
   629  0050.566b.a432   dynamic  Yes        720   Po5
   609  0050.5669.d1c7   dynamic  Yes         60   Po5
   608  80c1.6e77.4877   dynamic  Yes       1740   Po5
   602  0021.5a9b.0d70   dynamic  Yes       1320   Po5
   629  0050.5661.b565   dynamic  Yes        420   Po5
   608  101f.7478.fee4   dynamic  Yes       1740   Po5
   645  0050.56b7.cdfc   dynamic  Yes        720   Po5
   601  0050.5683.f77d   dynamic  Yes       1740   Po5
   602  0021.5a9b.224c   dynamic  Yes       1320   Po5
   645  0050.56b7.8586   dynamic  Yes        300   Po5
   602  0021.5a9b.1a20   dynamic  Yes       1320   Po5
   645  90e2.ba81.f9fc   dynamic  Yes        600   Po5
   629  0050.566c.1f9e   dynamic  Yes        240   Po5
   645  0050.56b7.463a   dynamic  Yes        960   Po5
   645  0021.5a9b.1052   dynamic  Yes        360   Po5
   602  0021.5a9b.1036   dynamic  Yes       1320   Po5
   602  0021.5a9b.1a64   dynamic  Yes       1320   Po5
   606  0021.f6e6.a65b   dynamic  Yes       1140   Po5
   608  b4a9.fc42.43f8   dynamic  Yes        900   Po5
   645  0050.56b7.3e16   dynamic  Yes        240   Po5
   645  0050.56b7.8636   dynamic  Yes        780   Po5
   645  0050.56b7.076c   dynamic  Yes        300   Po5
   604  0021.5a9b.168c   dynamic  Yes       1020   Po5
   606  506b.8d87.d17a   dynamic  Yes        480   Po5
     4  0050.5683.1bd4   dynamic  Yes        900   Po5
   601  0021.5a9b.2280   dynamic  Yes       1680   Po5
   680  0050.568b.0f2f   dynamic  Yes        360   Po5
   608  c8cb.b8a5.7c54   dynamic  Yes       1740   Po5
   629  0050.566a.26c8   dynamic  Yes        420   Po5
   602  0021.5a9b.281c   dynamic  Yes       1320   Po5
   584  0050.56b7.2872   dynamic  Yes       1500   Po5
   602  0021.5a9b.0bc8   dynamic  Yes       1320   Po5
   608  7446.a073.0442   dynamic  Yes       1740   Po5
   628  0050.5683.84d8   dynamic  Yes        840   Po5
   608  5820.b154.6c18   dynamic  Yes       1740   Po5
   608  101f.7478.efc2   dynamic  Yes       1740   Po5
   601  0021.5a9b.1f6c   dynamic  Yes       1200   Po5
   608  f402.70d8.5a60   dynamic  Yes        180   Po5
   645  0021.5a9b.1050   dynamic  Yes        300   Po5
   608  6451.061d.abd8   dynamic  Yes       1740   Po5
   608  6451.061d.bb24   dynamic  Yes       1740   Po5
   608  f402.70d8.5a24   dynamic  Yes       1260   Po5
   629  0050.5660.6419   dynamic  Yes        720   Po5
   680  0050.568b.b522   dynamic  Yes        780   Po5
   608  c8cb.b8a5.2d30   dynamic  Yes       1740   Po5
   680  0050.568b.ee15   dynamic  Yes       1200   Po5
   602  0021.5a9b.1aa8   dynamic  Yes       1320   Po5
   608  001c.7f40.9dab   dynamic  Yes       1740   Po5
   608  6451.061d.b7cc   dynamic  Yes       1740   Po5
   602  0021.5a9b.0e0c   dynamic  Yes       1320   Po5
   602  0021.5a9b.0672   dynamic  Yes       1320   Po5
   645  0050.56b7.1805   dynamic  Yes       1380   Po5
   608  c8cb.b8a5.1d3c   dynamic  Yes       1740   Po5
   601  0021.5a9b.198c   dynamic  Yes       1440   Po5
   606  506b.8d7d.2810   dynamic  Yes        900   Po5
   645  0050.56b7.b638   dynamic  Yes        780   Po5
   586  0050.56b7.f98a   dynamic  Yes       1740   Po5
   602  0021.5a9b.102a   dynamic  Yes       1320   Po5
   586  0050.56b7.b2ca   dynamic  Yes       1740   Po5
   629  0050.566b.30c7   dynamic  Yes        120   Po5
   601  a4bf.016a.9244   dynamic  Yes       1260   Po5
   608  5820.b154.6c42   dynamic  Yes       1740   Po5
   601  0050.5683.e126   dynamic  Yes        900   Po5
   632  001b.4f0c.a61a   dynamic  Yes          0   Po5
   601  0021.5a9b.2250   dynamic  Yes        420   Po5
   608  f402.70da.aa02   dynamic  Yes        540   Po5
   601  a4bf.016a.8da5   dynamic  Yes       1260   Po5
   645  0050.56b7.e9dd   dynamic  Yes        900   Po5
   606  0021.f6d0.c860   dynamic  Yes       1080   Po5
   608  f402.70b0.e6d0   dynamic  Yes        600   Po5
   632  0004.0df8.8afa   dynamic  Yes        540   Po5
   602  0021.5a9b.1ab4   dynamic  Yes       1320   Po5
   602  0021.5a9b.066e   dynamic  Yes       1320   Po5
   606  0021.f6d4.f042   dynamic  Yes        360   Po5
   645  0050.56b7.3bcd   dynamic  Yes        900   Po5
   608  00e0.4b4f.ff0e   dynamic  Yes        120   Po5
   608  7446.a073.f1c0   dynamic  Yes       1740   Po5
   610  0021.f6fe.6bc2   dynamic  Yes        900   Po5
   603  0021.28ff.9949   dynamic  Yes        720   Po5
   601  0050.5683.9439   dynamic  Yes       1560   Po5
   601  0050.5683.4321   dynamic  Yes         60   Po5
   606  000d.483b.38ee   dynamic  Yes        420   Po5
   601  0021.5a9b.059a   dynamic  Yes       1440   Po5
   604  0050.5683.b6fb   dynamic  Yes        120   Po5
   609  0050.5661.a1de   dynamic  Yes       1560   Po5
   584  0050.56b7.5637   dynamic  Yes       1500   Po5
   645  0050.56b7.0773   dynamic  Yes        780   Po5
   608  0021.28ff.9948   dynamic  Yes        720   Po5
   680  0050.568b.44f8   dynamic  Yes       1320   Po5
   608  00e0.4b3d.8226   dynamic  Yes        240   Po5
   603  90e2.ba5a.013c   dynamic  Yes        720   Po5
   601  b4b5.2f6c.4ce8   dynamic  Yes       1440   Po5
   609  0050.5667.64b2   dynamic  Yes       1080   Po5
   604  0050.5683.005b   dynamic  Yes        720   Po5
   601  0021.5a9b.27d2   dynamic  Yes       1500   Po5
   608  001b.786e.61c4   dynamic  Yes        300   Po5
   608  d8d3.8569.87ea   dynamic  Yes       1740   Po5
   600  0050.5683.7e40   dynamic  Yes        840   Po5
   606  9cdc.71cf.1d60   dynamic  Yes       1080   Po5
   606  0050.5683.b6fd   dynamic  Yes       1140   Po5
   609  0050.566b.e383   dynamic  Yes        960   Po5
   645  0021.5a9b.104a   dynamic  Yes        420   Po5
   645  0050.56b7.2642   dynamic  Yes        840   Po5
   645  0050.56b7.a422   dynamic  Yes       1200   Po5
   674  506b.8d85.4b0c   dynamic  Yes        900   Po5
   608  c8cb.b8a5.1df6   dynamic  Yes       1740   Po5
   608  7446.a073.f1c6   dynamic  Yes       1740   Po5
   604  0050.5683.6791   dynamic  Yes       1560   Po5
   601  f8f2.1e63.0f34   dynamic  Yes       1380   Po5
   602  0021.5a9b.1a7c   dynamic  Yes       1320   Po5
   643  001e.6781.9d4f   dynamic  Yes          0   Po5
   584  0050.56b7.3703   dynamic  Yes         60   Po5
   608  f402.70da.ab10   dynamic  Yes        420   Po5
   608  78e7.d1b1.4000   dynamic  Yes       1740   Po5
   601  0021.5a9b.2254   dynamic  Yes        960   Po5
   602  0021.5a9b.1a38   dynamic  Yes       1320   Po5
   674  506b.8ddc.3aab   dynamic  Yes        660   Po5
   606  0050.5683.32e8   dynamic  Yes        840   Po5
   608  d022.12b0.644a   dynamic  Yes       1740   Po5
   643  001e.6781.9d4e   dynamic  Yes          0   Po5
   602  0021.5a9b.066a   dynamic  Yes       1320   Po5
   608  6451.061d.c70c   dynamic  Yes       1740   Po5
   608  5820.b154.6c8a   dynamic  Yes       1740   Po5
   602  0021.5a9b.0e14   dynamic  Yes       1320   Po5
   609  0050.566a.b27c   dynamic  Yes        180   Po5
   608  d8d3.8569.87e8   dynamic  Yes       1740   Po5
   601  0021.5a9b.12ce   dynamic  Yes       1380   Po5
   602  0021.5a9b.1ab0   dynamic  Yes       1320   Po5
   628  0050.5683.3924   dynamic  Yes       1020   Po5
   608  0010.e065.44ee   dynamic  Yes        600   Po5
   645  0050.56b7.6cd8   dynamic  Yes        900   Po5
   601  0050.5683.42b8   dynamic  Yes       1260   Po5
   500  64ae.0c40.4840   dynamic  Yes          0   Po5
   601  0050.5683.174b   dynamic  Yes       1260   Po5
   608  d022.12b0.6449   dynamic  Yes       1740   Po5
   608  5820.b154.0f5a   dynamic  Yes       1740   Po5
   609  0050.566d.a187   dynamic  Yes       1740   Po5
   601  b4b5.2f5a.7bd0   dynamic  Yes        660   Po5
   606  0021.f6bb.610a   dynamic  Yes       1020   Po5
   645  0001.4e02.e3ce   dynamic  Yes        900   Po5
   672  0021.5a9b.05be   dynamic  Yes       1440   Po5
   602  0021.5a9b.1a70   dynamic  Yes       1320   Po5
   608  7446.a073.e20c   dynamic  Yes       1740   Po5
   610  002a.6ab7.86c2   dynamic  Yes          0   Po5
   608  009c.0279.dc2c   dynamic  Yes       1740   Po5
   602  0021.5a9b.01c8   dynamic  Yes       1320   Po5
   608  002a.6ab7.86c2   dynamic  Yes          0   Po5
   609  002a.6ab7.86c2   dynamic  Yes          0   Po5
   601  90e2.baf1.8238   dynamic  Yes        480   Po5
   633  002a.6ab7.86c2   dynamic  Yes          0   Po5
   608  6451.061d.d730   dynamic  Yes       1740   Po5
   632  002a.6ab7.86c2   dynamic  Yes          0   Po5
   637  002a.6ab7.86c2   dynamic  Yes          0   Po5
   636  002a.6ab7.86c2   dynamic  Yes          0   Po5
   602  0021.5a9b.0dee   dynamic  Yes       1320   Po5
   625  002a.6ab7.86c2   dynamic  Yes          0   Po5
   628  0021.5a9b.1ff0   dynamic  Yes        600   Po5
   629  002a.6ab7.86c2   dynamic  Yes          0   Po5
   628  002a.6ab7.86c2   dynamic  Yes          0   Po5
   601  0021.5a9b.032a   dynamic  Yes       1020   Po5
   601  002a.6ab7.86c2   dynamic  Yes          0   Po5
   606  0021.5a9b.0e1a   dynamic  Yes        240   Po5
   600  002a.6ab7.86c2   dynamic  Yes          0   Po5
   603  002a.6ab7.86c2   dynamic  Yes          0   Po5
   602  002a.6ab7.86c2   dynamic  Yes          0   Po5
   605  002a.6ab7.86c2   dynamic  Yes          0   Po5
   608  5820.b154.6c84   dynamic  Yes       1740   Po5
   604  002a.6ab7.86c2   dynamic  Yes          0   Po5
   607  002a.6ab7.86c2   dynamic  Yes          0   Po5
   606  002a.6ab7.86c2   dynamic  Yes          0   Po5
   645  0050.56b7.2463   dynamic  Yes       1620   Po5
   601  a4bf.016b.8dbe   dynamic  Yes        840   Po5
   601  28c7.ce58.b318   dynamic  Yes       1320   Po5
   601  1060.4bb4.c7c0   dynamic  Yes       1200   Po5
   609  0050.566b.691b   dynamic  Yes        720   Po5
   606  0050.5683.ae37   dynamic  Yes        300   Po5
   627  9c1d.36dc.f0b4   dynamic  Yes        240   Po5
   645  0050.56b7.0629   dynamic  Yes       1320   Po5
   601  0021.5a9b.131a   dynamic  Yes        960   Po5
   629  0050.5662.354e   dynamic  Yes        720   Po5
   609  0050.56bf.6bc2   dynamic  Yes        900   Po5
   602  0021.5a9b.1abc   dynamic  Yes       1320   Po5
     4  0050.5683.5544   dynamic  Yes        780   Po5
   600  0050.5683.4485   dynamic  Yes         60   Po5
   645  0050.56b7.3ad3   dynamic  Yes       1260   Po5
   609  0050.5669.ab94   dynamic  Yes       1620   Po5
   693  0050.5683.9337   dynamic  Yes       1260   Po5
   608  c8cb.b8a5.1d72   dynamic  Yes       1740   Po5
   608  002a.6ab7.86c1   dynamic  Yes        180   Po5
   602  0021.5a9b.0140   dynamic  Yes       1320   Po5
     4  0050.5683.0078   dynamic  Yes        660   Po5
   601  0021.5a9b.27da   dynamic  Yes         60   Po5
   645  0050.56b7.1943   dynamic  Yes        900   Po5
   608  f402.709f.c8da   dynamic  Yes        540   Po5
   602  0021.5a9b.0e5c   dynamic  Yes       1320   Po5
   584  0050.56b7.ab10   dynamic  Yes         60   Po5
   683  0050.568b.62e1   dynamic  Yes       1560   Po5
   601  0021.5a9b.143c   dynamic  Yes        180   Po5
   629  0050.5667.49ad   dynamic  Yes        420   Po5
   684  506b.8dc7.5d6b   dynamic  Yes       1740   Po5
   629  0050.566a.4bcf   dynamic  Yes        720   Po5
   602  0021.5a9b.1a74   dynamic  Yes       1320   Po5
   608  40f2.e9dd.01e2   dynamic  Yes        840   Po5
   600  0050.5683.036e   dynamic  Yes        660   Po5
   601  0021.5a9b.032e   dynamic  Yes       1020   Po5
   685  0050.568b.551d   dynamic  Yes        120   Po5
   629  0050.5660.0cdb   dynamic  Yes        420   Po5
   601  0050.5683.75c3   dynamic  Yes       1080   Po5
   674  506b.8dc7.12f9   dynamic  Yes        660   Po5
   608  6451.061d.18ea   dynamic  Yes       1740   Po5
   645  0050.56b7.efe0   dynamic  Yes        360   Po5
   601  1060.4bb4.b9d8   dynamic  Yes        660   Po5
   602  0021.5a9b.1a30   dynamic  Yes       1320   Po5
   584  0050.56b7.a2f5   dynamic  Yes         60   Po5
   601  0021.5a9b.225c   dynamic  Yes       1560   Po5
   608  c8cb.b8a5.1dba   dynamic  Yes       1740   Po5
   601  0050.5683.20fe   dynamic  Yes       1200   Po5
   601  0050.5683.d524   dynamic  Yes        480   Po5
   629  0050.5666.8a8b   dynamic  Yes        480   Po5
   645  0050.56b7.6f61   dynamic  Yes        480   Po5
   645  0050.56b7.6cd0   dynamic  Yes        960   Po5
   551  002a.6a8b.19c2   dynamic  Yes          0   Po5
   500  1ce6.c753.1a00   dynamic  Yes          0   Po5
   601  d89d.675c.92a8   dynamic  Yes       1200   Po5
   603  0010.e0f1.eb6f   dynamic  Yes        180   Po5
   652  0050.5683.40bd   dynamic  Yes        840   Po5
   609  0050.566c.8390   dynamic  Yes        840   Po5
   602  0021.5a9b.0662   dynamic  Yes       1320   Po5
   608  4cd9.8f34.e01e   dynamic  Yes       1020   Po5
   531  002a.6a8b.19c2   dynamic  Yes          0   Po5
   606  0050.5683.440a   dynamic  Yes        660   Po5
   530  002a.6a8b.19c2   dynamic  Yes          0   Po5
   534  002a.6a8b.19c2   dynamic  Yes          0   Po5
   533  002a.6a8b.19c2   dynamic  Yes          0   Po5
   602  0021.5a9b.1ab8   dynamic  Yes       1320   Po5
   601  0021.5a9b.27de   dynamic  Yes        180   Po5
   629  0050.5667.1719   dynamic  Yes        540   Po5
   609  0050.566b.3043   dynamic  Yes        180   Po5
   600  0050.5683.3e81   dynamic  Yes        120   Po5
   645  0050.56b7.47b5   dynamic  Yes       1140   Po5
   601  0021.5a9b.06e8   dynamic  Yes       1620   Po5
   604  0050.5683.7d71   dynamic  Yes        900   Po5

